OBJECTID,Station_ID,Feature_Origin,Notes,Mode_Observation,Slip_Sense,Scarp_Facing_Direction,Local_Fault_Dip,Local_Fault_Azimuth_Degrees,Slip_Azimuth,Fault_Slip_Measurement_Type,Heave_cm,Heave_min_cm,Heave_max_cm,Rupture_Expression,Rupture_Width_m,Rupture_Width_Min_m,Rupture_Width_Max_m,VM_Slip_Azimuth,Plunge,Net_Slip_Preferred_cm,Net_Slip_Min_cm,Net_Slip_Max_cm,Vector_Offset_Feature_Notes,Horizontal_Separation_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_Max_cm,Vertical_Separation_cm,Vertical_Separation_Min_cm,Vertical_Separation_Max_cm,Slip_Offset_Feature_Notes,GlobalID,CreationDate,Creator,EditDate,Editor,fault_az_min_L,fault_az_max_L,fault_dip_min_L,fault_dip_max_L,local_frac_az_min_L,local_frac_az_max_L,striations_observed_L,gouge_observed_L,vect_plunge_min_L,vect_plunge_max_L,vect_az_min_L,vect_az_max_L,horiz_az_min_L,horiz_az_max_L,_citation,_latitude,_longitude,_napa_photo_exists,_observed_feature,_orig_lat,_orig_lon,Net_Slip_Preffered_cm
1987,1091.0,Shaking,Source: Napa 2014; Cracks in bank.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.22580164,-122.3063889,Y,Soil,38.22600937,-122.3064499,
1986,1092.0,Shaking,Source: Napa 2014; Slumps.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.22613214,-122.3053653,Y,Soil,38.22624588,-122.3053818,
1985,1093.0,Shaking,Source: Napa 2014; Minor slump with vegetation disturbance.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.22636902,-122.3040525,Y,Soil,38.22663116,-122.3041382,
1984,1094.0,Shaking,Source: Napa 2014; Slump blocks on south bank.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.226804,-122.3027324,Y,Soil,38.22679901,-122.3027191,
1983,1095.0,Shaking,Source: Napa 2014; Slump.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.22958873,-122.3007029,Y,Soil,38.22958374,-122.3006897,
1982,1096.0,Shaking,Source: Napa 2014; Slump.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23128627,-122.2975444,Y,Soil,38.23128128,-122.2975311,
1981,1097.0,Lateral spread,Source: Napa 2014; Lateral spread on south bank.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23150752,-122.2932719,Y,Soil,38.23150253,-122.2932587,
1979,1098.0,Shaking,Source: Napa 2014; Slump rock fall.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23175166,-122.2919139,Y,Soil,38.23174667,-122.2919006,
1980,1099.0,Shaking,Source: Napa 2014; Slump.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.2325146,-122.2933558,Y,Soil,38.23250961,-122.2933426,
1978,1100.0,Shaking,Source: Napa 2014; Slump.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23259853,-122.2916392,Y,Soil,38.23259354,-122.291626,
1969,1101.0,Lateral spread,Source: Napa 2014; Minor lateral spreads in north bank.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23262523,-122.2927913,Y,Soil,38.23262024,-122.292778,
1977,1102.0,Shaking,Source: Napa 2014; Bank slumping.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23262523,-122.2900371,Y,Soil,38.23262024,-122.2900238,
1976,1103.0,Shaking,Source: Napa 2014; Slumps.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23448653,-122.2879928,Y,Soil,38.23443604,-122.287735,
1975,1104.0,Shaking,Source: Napa 2014; Slumps.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23582576,-122.2879313,Y,Soil,38.23582077,-122.2879181,
1974,1105.0,Shaking,Source: Napa 2014; Slumps.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23777889,-122.2878398,Y,Soil,38.2377739,-122.2878265,
1973,1106.0,Shaking,Source: Napa 2014; Slumps.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.23818325,-122.2877482,Y,Soil,38.23817825,-122.287735,
1972,1107.0,Lateral spread,Source: Napa 2014; Lateral spreading on east bank.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.24003719,-122.286085,Y,Soil,38.2400322,-122.2860718,
1971,1108.0,Shaking,Source: Napa 2014; Slump.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.24122737,-122.287115,Y,Soil,38.24122238,-122.2871017,
1997,1109.0,Shaking,Source: Napa 2014; nan,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.24303936,-122.2863749,Y,Soil,38.24303436,-122.2863617,
1970,1110.0,Shaking,Source: Napa 2014; Slumping in west bank upstream of Napa River bridge.,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,2014:09:10,Hoirup/Hitchcock,,,,,,,,,,,,,,,,,,38.246114,-122.2852153,Y,Soil,38.24610901,-122.285202,
744,1112.0,Uncertain,Source: Napa 2014; Linear cracks trending 330. Apparent tensional features with no apparent lateral offset.,,,,,330,,,,,,U,,,,,,,,,,,,,,,,,,2014:08:24,Lancaster,,,,,,,,,,,,,,,,,,38.22807048,-122.3061427,N,Soil,38.22806549,-122.3061295,
1353,1113.0,Uncertain,"Source: Napa 2014; Fresh cracks in dirt road, both parallel and normal to the road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23468517,-122.2999095,Y,Soil,38.23468018,-122.2998962,
1352,1114.0,Uncertain,"Source: Napa 2014; Fresh cracks in dirt road, both parallel and normal to the road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23489116,-122.2996043,Y,Soil,38.23488617,-122.2995911,
1355,1115.0,Uncertain,"Source: Napa 2014; Fresh cracks, some in left-stepping en echelon pattern. No detectable displacement.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23513912,-122.3048381,Y,Soil,38.23513412,-122.3048248,
1354,1116.0,Uncertain,"Source: Napa 2014; Possibly right-lateral offset of tire track 0.5 inches. Cracks are fresh, distinguishable from dessiccation cracking, and continuous up to about 10 ft in length.",,RL,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23527644,-122.3001002,Y,Soil,38.23527145,-122.300087,1.3*
1350,1117.0,Uncertain,Source: Napa 2014; Fissures along southeast edge of road embankment. Likely fresh based on absence of infilling or vegetation growth.,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.23949932,-122.2927073,Y,Soil,38.23949432,-122.2926941,
1345,1118.0,Uncertain,"Source: Napa 2014; Fresh hairline crack in asphalt, oriented roughly normal to road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.24113582,-122.3042048,Y,Pavement,38.24113083,-122.3041916,
1346,1119.0,Uncertain,"Source: Napa 2014; Fresh hairline crack in asphalt, oriented roughly normal to road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.24190257,-122.30274,Y,Pavement,38.24189758,-122.3027267,
1347,1120.0,Uncertain,"Source: Napa 2014; 0.03 ft gap around blow off valve vault. Fresh crack in asphalt with no displacement, oriented roughly normal to road alignment. Possible hilltop fracturing.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.24282955,-122.3010844,Y,Pavement,38.24282455,-122.3010712,
1158,1121.0,Uncertain,Source: Napa 2014; Surface cracking possibly from expansive soil/utility.,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:10,Pratt,,,,,,,,,,,,,,,,,,38.24286006,-122.29817,Y,Soil,38.24285507,-122.2981567,
1348,1122.0,Uncertain,"Source: Napa 2014; Fresh hairline crack in asphalt, oriented roughly subparallel to road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.24389385,-122.299322,Y,Pavement,38.24388885,-122.2993088,
1349,1123.0,Uncertain,"Source: Napa 2014; Fresh hairline crack in asphalt, oriented roughly subparallel to road alignment.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:16,Hitchcock/Lutz,,,,,,,,,,,,,,,,,,38.24406169,-122.2990321,Y,Pavement,38.2440567,-122.2990189,
391,1124.0,Uncertain,Source: Napa 2014; Fracture in pavement. All cracks are parallel to road; no indication of displacement at all.,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.25104259,-122.3051661,Y,Pavement,38.2510376,-122.3051529,
222,1125.0,Uncertain,Source: Napa 2014; Short alignment of extensional cracks on south hillslope embankment (transverse to slope) --didn't continue on upper or lower surfaces. Cracks in roadway don't appear to be fresh. No apparent offset of highway lines.,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker,,,,,,,,,,,,,,,,,,38.25793575,-122.3159083,N,Soil,38.25793076,-122.3158951,
153,1126.0,Uncertain,Source: Napa 2014; Tiny crack from pavement through dirt. No offset. No other apparent surface rupture in this area. ,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:11,DeLong,,,,,,,,,,,,,,,,,,38.25820278,-122.3162593,Y,Pavement,38.25819778,-122.316246,
214,1127.0,Uncertain,"Source: Napa 2014; Minor extensional cracks. Vaguely left-stepping across road, oblique to creek, ~5-10 m from creek.  Trend ~314 (Small fractures that do not appear aligned to. previous fractures).",,,,,314,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker/Pickering,,,,,,,,,,,,,,,,,,38.26772808,-122.3200816,Y,Soil,38.26772308,-122.3200684,
213,1128.0,Uncertain,"Source: Napa 2014; Small extensional north-south trending crack, several meters long, crossing dirt road.",,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker,,,,,,,,,,,,,,,,,,38.26781581,-122.3207301,N,Soil,38.26781082,-122.3207169,
215,1129.0,Uncertain,Source: Napa 2014; North-south cracks along roadside - runs between newly planted trees beneath thin irrigation hose. Possibly related to buried water line?,,,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker,,,,,,,,,,,,,,,,,,38.26839946,-122.319929,N,Soil,38.26839447,-122.3199158,
216,1130.0,Uncertain,Source: Napa 2014; 2 m long extensional crack crosses into dirt road with 339 trend; can't trace into field about 10 m west of creek.,,,,,339,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker/Pickering,,,,,,,,,,,,,,,,,,38.26909374,-122.3199519,N,Soil,38.26908875,-122.3199387,
217,1131.0,Uncertain,Source: Napa 2014; Grid-like (polygonal) pattern of open cracks down dirt road with suggestion of 1- 2mm right-lateral in places. Can't trace into vines (recently plowed) to west or into roadside to east.,,RL,,,,,,,,,U,,,,,,,,,,,,,,,,,,2014:09:03,Hecker,,,,,,,,,,,,,,,,,,38.26980327,-122.3199519,Y,Soil,38.26979828,-122.3199387,0.1-0.2*
720,1146.0,Shaking,Source: Napa 2014; Crack in Mt. Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33244823,-122.3699474,Y,Pavement,38.33244324,-122.3699341,
719,1147.0,Shaking,Source: Napa 2014; Crack in Mt. Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33258556,-122.370283,Y,Pavement,38.33258057,-122.3702698,
389,1148.0,Shaking,Source: Napa 2014; Fractures in paved road; non-tectonic; road has sag/bump with cracks on both sides of it.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.33270382,-122.3662242,Y,Pavement,38.33269882,-122.3662109,
718,1149.0,Shaking,Source: Napa 2014; Crack in Mt. Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33273433,-122.370367,Y,Pavement,38.33272934,-122.3703537,
721,1150.0,Shaking,Source: Napa 2014; Dip in Mt. Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33276104,-122.3661632,Y,Pavement,38.33279419,-122.3662109,
717,1151.0,Shaking,Source: Napa 2014; Crack in Mt. Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33294414,-122.3705272,Y,Pavement,38.33293915,-122.3705139,
715,1152.0,Shaking,Source: Napa 2014; Bump in Redwood Road south of bridge at Redwood and Mt Veeder Road.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33358501,-122.3721675,Y,Pavement,38.33344269,-122.3722076,
710,1153.0,Shaking,Source: Napa 2014; Bridge at Redwood and Mt Veeder road. New asphalt on north end of deck and road approach. ,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:26,Haydon/Wiegers,,,,,,,,,,,,,,,,,,38.33396267,-122.3712062,Y,Pavement,38.33403778,-122.3712692,
952,1154.0,Shaking,Source: Napa 2014; Pavement with right-lateral offset.,,RL,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.33410381,-122.3803691,Y,Pavement,38.33424759,-122.3803711,
951,1155.0,Shaking,Source: Napa 2014; Deformation of pavement.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.33418773,-122.380865,Y,Pavement,38.33418274,-122.3808517,
953,1156.0,Shaking,Source: Napa 2014; West edge of dip in road at recent landslide pavement patch 100 ft. to east; no recent cracking.,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.3424847,-122.3948268,N,Pavement,38.34247971,-122.3948135,
956,1157.0,Shaking,Source: Napa 2014; Other edge of slide? Rumple in road surface; not cracked?,,,,,,,,,,,I,,,,,,,,,,,,,,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.34352611,-122.3747005,N,Soil,38.34354782,-122.3747482,
954,1158.0,Shaking,Source: Napa 2014; Extensional crack across road about 5 cm open; downslope side of road wider. Up 2 in. to south and open 2 ft. deep on upslope side of road.,,,N,,,,,5*,,,I,,,,,,,,,,,,,5*,,,,,2014:08:28,Wills,,,,,,,,,,,,,,,,,,38.34373211,-122.3745555,Y,Soil,38.34374237,-122.3745728,
225,1159.0,Uncertain,Source: Napa 2014; Fracture continues (property boundary).,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:10,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34439205,-122.3541469,Y,Soil,38.34439087,-122.3541641,
229,1160.0,Uncertain,Source: Napa 2014; 3-6 cm extension fracture.,,,,,,,,3-6*,,,J,,,,,,,,,,,,,,,,,,2014:09:10,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34457897,-122.3543605,Y,Soil,38.34466553,-122.3544464,
28,1161.0,Uncertain,Source: Napa 2014; En echelon fracture trending 310; slip vector 205. Looks to be extensional fracturing with downslope movement.,,LL,,,310,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:12,Ponti,,,,,,,,,,,,,,,,,,38.34457897,-122.3543605,N,Soil,38.34437561,-122.3541183,
228,1162.0,Uncertain,Source: Napa 2014; Smaller fractures.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:11,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34464764,-122.3548183,N,Soil,38.34464264,-122.354805,
230,1163.0,Uncertain,Source: Napa 2014; Large compressional fracture in driveway (patched up).,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:11,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34508251,-122.3544292,N,Pavement,38.34507751,-122.3544159,
226,1164.0,Uncertain,Source: Napa 2014; Fractured driveway.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:11,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34525799,-122.3553218,N,Pavement,38.34533691,-122.3552475,
1964,1165.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:27,Schwartz,,,,,,,,,,,,,,,,,,38.34533428,-122.354864,Y,Pavement,38.34532928,-122.3548508,
1963,1166.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:27,Schwartz,,,,,,,,,,,,,,,,,,38.34536861,-122.3547191,Y,Pavement,38.34536362,-122.3547058,
224,1167.0,Uncertain,Source: Napa 2014; Compressional driveway fracture.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:11,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.34536861,-122.3547191,N,Pavement,38.34532166,-122.3546829,
29,1168.0,Uncertain,Source: Napa 2014; Compressional deformation on road. Trend 345.,,,,,345,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:12,Ponti,,,,,,,,,,,,,,,,,,38.34536861,-122.3547191,Y,Pavement,38.34538269,-122.3546677,
434,1169.0,Uncertain,Source: Napa 2014; Main crack across driveway is N10E and has no displacement.,,,,,10,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.34678768,-122.355009,N,Pavement,38.34678268,-122.3549957,
380,1170.0,Uncertain,Source: Napa 2014; Fracture across paved driveway. Cracks next to tree stump located by side of asphalt driveway. Side-hill slump. Crack crossing driveway in N35W but no displacement; tent feature.,,,,,325,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.34738277,-122.3557643,Y,Pavement,38.34737778,-122.355751,
386,1171.0,Uncertain,Source: Napa 2014; Fractures in paved road.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.34792446,-122.3561916,Y,Pavement,38.34791946,-122.3561783,
387,1172.0,Uncertain,Source: Napa 2014; Fractures in paved road.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:28,Hudnut,,,,,,,,,,,,,,,,,,38.34827923,-122.3568095,Y,Pavement,38.34827423,-122.3567963,
841,1173.0,Uncertain,Source: Napa 2014; Several open cracks in very steep driveway. Open toward side slope and downslope of driveway. Many are pre-existing. Cracks do not extend to soil. ,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:27,Rubin,,,,,,,,,,,,,,,,,,38.34846233,-122.3573665,N,Pavement,38.34845734,-122.3573532,
843,1174.0,Uncertain,Source: Napa 2014; Crack perpendicular across driveway. No cracking in adjacent soil. No lateral movement along edge of asphalt. Minor driveway parallel crack at road. Irregular trend closed at east end. Many pre-existing cracks in road do not look fresh. ,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:08:27,Rubin,,,,,,,,,,,,,,,,,,38.34950374,-122.3580684,N,Pavement,38.34949875,-122.3580551,
223,1175.0,Uncertain,Source: Napa 2014; Large driveway fracture and house with extensive structural damage.,,,,,,,,,,,J,,,,,,,,,,,,,,,,,,2014:09:11,Pickering/Crewdson,,,,,,,,,,,,,,,,,,38.35552715,-122.3652324,N,Pavement,38.35552216,-122.3652191,
1880,1176.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33467983,-122.3483409,Y,Soil,38.33467484,-122.3483276,
1871,1177.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33483242,-122.3496455,Y,Pavement,38.33482742,-122.3496323,
1872,1178.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33488964,-122.3495082,Y,Curb/Sidewalk,38.33488464,-122.3494949,
1875,1179.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33491634,-122.3498592,Y,Soil,38.33491135,-122.3498459,
1873,1180.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33501552,-122.3488444,Y,Pavement,38.33501053,-122.3488312,
1870,1181.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33512234,-122.3496989,Y,Pavement,38.33511734,-122.3496857,
1874,1182.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33513378,-122.3486995,Y,Pavement,38.33512878,-122.3486862,
1876,1183.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33516811,-122.3481273,Y,Soil,38.33516312,-122.348114,
546,1184.0,Uncertain,Source: Napa 2014; Dry Creek Road.,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:04,Zaccone,,,,,,,,,,,,,,,,,,38.33521007,-122.3481731,Y,Soil,38.33511734,-122.3482666,
1879,1185.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33527111,-122.3501567,Y,Soil,38.33526611,-122.3501434,
1877,1186.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:09:05,Hudnut,,,,,,,,,,,,,,,,,,38.33527596,-122.3491959,Y,Soil,38.33526993,-122.3491821,
842,1187.0,Uncertain,Source: Napa 2014; Pre-existing crack nearly perpendicular across Dry Creek Road. Open <1 cm. Scissored vertical <1 cm. Weeds growing in crack at both ends. No lateral offset on lane striping. ,,,not reported,,,,,<1*,,,K,,,,,,,,,,,,,<1*,,,,,2014:08:27,Rubin,,,,,,,,,,,,,,,,,,38.33641933,-122.3456477,N,Pavement,38.33641434,-122.3456345,
315,1188.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,K,,,,,,,,,,,,,,,,,,2014:08:28,Criley,,,,,,,,,,,,,,,,,,38.33698172,-122.3522101,Y,Pavement,38.33694077,-122.3522339,
1664,1189.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.31191372,-122.3296565,Y,Curb/Sidewalk,38.31190872,-122.3296432,
1661,1190.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:16,Seitz,,,,,,,,,,,,,,,,,,38.31408428,-122.3308238,Y,Curb/Sidewalk,38.31407928,-122.3308105,
36,1191.0,Uncertain,"Source: Napa 2014; Four linear cracks with primarily left stepping, en echelon traces. General trend 293. Can only trace for 8 m north.",,RL,,,293,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:11,Schwartz,,,,,,,,,,,,,,,,,,38.31986768,-122.3333846,Y,Soil,38.31982803,-122.3334961,
37,1192.0,Uncertain,"Source: Napa 2014; Crack almost perpendicular to road and can be traced to north into natural ground. Cannot trace completely across road, may actually tie into cracks that are parallel to road. May be shaking related. Orientation of cracks is 173.",,,,,173,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:11,Schwartz,,,,,,,,,,,,,,,,,,38.31998562,-122.3343715,Y,Soil,38.31999588,-122.3343658,
35,1193.0,Uncertain,Source: Napa 2014; Two short left stepping cracks in compacted road surface. Cannot clearly trace into native dirt and cannot extend across road into vineyard to south. Orientation of individual cracks is 272.,,,,,272,,,,,,L,,,,,,,,,,,,,,,,,,2014:09:11,Schwartz,,,,,,,,,,,,,,,,,,38.32009528,-122.3341718,Y,Soil,38.32011795,-122.3341675,
1764,1194.0,Uncertain,Source: Napa 2014; Site name: alston_1 - Measurement: None - Measurement azimuth: None - Feature azimuth: None - Displacement sense: opening; halfway up scarp.,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:24,Morelan/Trexler,,,,,,,,,,,,,,,,,"Morelan, A., Trexler, C., and Oskin, M., 2015, Surface-Rupture and Slip Observations on the Day of the 24 August 2014 South Napa Earthquake: Seismological Research Letters, v. 86, no. 4, p. 1119-1127; supplemental materials are also available online at: https://ucdavis.app.box.com/s/9zsz84638fp90grhikzx",38.32192807,-122.3345407,Y,Soil,38.32197189,-122.3345566,
2149,1195.0,Uncertain,Source: Napa 2014; nan,,,,,,,,,,,L,,,,,,,,,,,,,,,,,,2014:08:24,Dawson,,,,,,,,,,,,,,,,,,38.32192807,-122.3345407,Y,Soil,38.32188797,-122.3345184,
858,1196.0,Uncertain,"Source: Napa 2014; Location of reported rupture. <1 mm open pre-existing crack in clayey soil on slope. Many discontinuous, irregular cracks in this area.",,,,,,,,<0.1*,,,L,,,,,,,,,,,,,,,,,,2014:08:25,Seitz/Rubin,,,,,,,,,,,,,,,,,,38.32192807,-122.3345407,Y,Soil,38.32196045,-122.3346634,
